original,degraded,score
sharp\149_002.jpg,degraded\149_002.jpg,0.8748643381994587
sharp\150_004.jpg,degraded\150_004.jpg,0.7454192760067867
sharp\150_007.jpg,degraded\150_007.jpg,0.8840571943564921
sharp\150_009.jpg,degraded\150_009.jpg,0.3057286963525871
sharp\152_002.jpg,degraded\152_002.jpg,0.5603735121648048
sharp\152_003.jpg,degraded\152_003.jpg,0.4400710712696916
sharp\152_005.jpg,degraded\152_005.jpg,0.39208138769315515
sharp\153_003.jpg,degraded\153_003.jpg,0.7718486262591743
sharp\153_005.jpg,degraded\153_005.jpg,0.8012423110113095
sharp\156_001.jpg,degraded\156_001.jpg,0.15846430446564871
sharp\161_001.jpg,degraded\161_001.jpg,0.519447869944061
sharp\165_007.jpg,degraded\165_007.jpg,0.916062086384832
sharp\166_002.jpg,degraded\166_002.jpg,0.8182870660195027
sharp\172_003.jpg,degraded\172_003.jpg,0.2757235888160067
sharp\180_006.jpg,degraded\180_006.jpg,0.5865257159521275
sharp\180_011.jpg,degraded\180_011.jpg,0.25184855346717133
sharp\181_003.jpg,degraded\181_003.jpg,0.807985093664074
sharp\182_001.jpg,degraded\182_001.jpg,0.9291624226745456
sharp\184_005.jpg,degraded\184_005.jpg,0.6649435839822724
sharp\186_003.jpg,degraded\186_003.jpg,0.6190272379356082
sharp\188_002.jpg,degraded\188_002.jpg,0.74433836086725
sharp\189_002.jpg,degraded\189_002.jpg,0.21511623840609764
sharp\190_001.jpg,degraded\190_001.jpg,0.2196043366554705
sharp\191_001.jpg,degraded\191_001.jpg,0.49363931656637544
sharp\199_002.jpg,degraded\199_002.jpg,0.2863596581471095
sharp\200_005.jpg,degraded\200_005.jpg,0.7016770638676549
sharp\202_004.jpg,degraded\202_004.jpg,0.8160564326039098
sharp\204_005.jpg,degraded\204_005.jpg,0.5911969001811594
sharp\211_004.jpg,degraded\211_004.jpg,0.35309642639805466
sharp\213_004.jpg,degraded\213_004.jpg,0.8233708062526415
sharp\216_002.jpg,degraded\216_002.jpg,0.7429639762731989
sharp\218_002.jpg,degraded\218_002.jpg,0.978782581553826
sharp\226_001.jpg,degraded\226_001.jpg,0.7542711267533742
sharp\227_003.jpg,degraded\227_003.jpg,0.45274196471418005
sharp\233_001.jpg,degraded\233_001.jpg,0.7083245681099286
sharp\247_001.jpg,degraded\247_001.jpg,0.5174044549494965
sharp\249_002.jpg,degraded\249_002.jpg,0.80657318320987
sharp\250_001.jpg,degraded\250_001.jpg,0.47177704127165904
sharp\259_001.jpg,degraded\259_001.jpg,0.44878792005073886
sharp\265_001.jpg,degraded\265_001.jpg,0.6965570584872279
sharp\266_001.jpg,degraded\266_001.jpg,0.7475800476227529
sharp\267_001.jpg,degraded\267_001.jpg,0.8547934700154229
sharp\272_001.jpg,degraded\272_001.jpg,0.38559648797661605
sharp\280_004.jpg,degraded\280_004.jpg,0.8221934173155249
sharp\283_004.jpg,degraded\283_004.jpg,0.8818489127603364
sharp\28_002.jpg,degraded\28_002.jpg,0.5116784725623087
sharp\290_005.jpg,degraded\290_005.jpg,0.5150731441865746
sharp\293_001.jpg,degraded\293_001.jpg,0.8509708613452807
sharp\295_004.jpg,degraded\295_004.jpg,0.7515423635164402
sharp\296_002.jpg,degraded\296_002.jpg,0.9819359835812513
sharp\297_001.jpg,degraded\297_001.jpg,0.8877202153700101
sharp\298_001.jpg,degraded\298_001.jpg,0.5845036676028273
sharp\302_005.jpg,degraded\302_005.jpg,0.7585193622832453
sharp\304_001.jpg,degraded\304_001.jpg,0.7577667042228309
sharp\305_001.jpg,degraded\305_001.jpg,0.9402116891594484
sharp\306_003.jpg,degraded\306_003.jpg,0.6035211219363366
sharp\308_001.jpg,degraded\308_001.jpg,0.6516284728895972
sharp\309_002.jpg,degraded\309_002.jpg,0.9280816713202501
sharp\313_003.jpg,degraded\313_003.jpg,0.30381274990694873
sharp\313_008.jpg,degraded\313_008.jpg,0.7944823299094598
sharp\314_002.jpg,degraded\314_002.jpg,0.8886230080502323
sharp\316_001.jpg,degraded\316_001.jpg,0.7750129222167459
sharp\316_002.jpg,degraded\316_002.jpg,0.7683861863841654
sharp\31_001.jpg,degraded\31_001.jpg,0.5317969697028324
sharp\329_003.jpg,degraded\329_003.jpg,0.7304215508868661
sharp\32_002.jpg,degraded\32_002.jpg,0.11148238797640825
sharp\331_003.jpg,degraded\331_003.jpg,0.9563481031307095
sharp\334_002.jpg,degraded\334_002.jpg,0.7721786903793254
sharp\335_002.jpg,degraded\335_002.jpg,0.911281886415899
sharp\335_003.jpg,degraded\335_003.jpg,0.7638801389370331
sharp\342_001.jpg,degraded\342_001.jpg,0.8423067237262639
sharp\342_002.jpg,degraded\342_002.jpg,0.78384828594213
sharp\343_005.jpg,degraded\343_005.jpg,0.938748373955521
sharp\349_002.jpg,degraded\349_002.jpg,0.8102174832192772
sharp\356_005.jpg,degraded\356_005.jpg,0.9241034932714722
sharp\356_006.jpg,degraded\356_006.jpg,0.6106304360632588
sharp\360_006.jpg,degraded\360_006.jpg,0.7951785288075517
sharp\360_007.jpg,degraded\360_007.jpg,0.6548837756499477
sharp\361_001.jpg,degraded\361_001.jpg,0.5153485841827193
sharp\361_002.jpg,degraded\361_002.jpg,0.23090091119924494
sharp\362_001.jpg,degraded\362_001.jpg,0.24382087156411034
sharp\364_002.jpg,degraded\364_002.jpg,0.8141590611581019
sharp\367_002.jpg,degraded\367_002.jpg,0.650415904451572
sharp\368_001.jpg,degraded\368_001.jpg,0.5551314248005106
sharp\369_010.jpg,degraded\369_010.jpg,0.6446616354105044
sharp\372_001.jpg,degraded\372_001.jpg,0.7499570764450303
sharp\373_004.jpg,degraded\373_004.jpg,0.9180145952362956
sharp\375_001.jpg,degraded\375_001.jpg,0.8656449025491457
sharp\378_001.jpg,degraded\378_001.jpg,0.8868708092810249
sharp\379_002.jpg,degraded\379_002.jpg,0.8258030249215869
sharp\386_001.jpg,degraded\386_001.jpg,0.8680330707083599
sharp\389_001.jpg,degraded\389_001.jpg,0.22156261825356574
sharp\390_007.jpg,degraded\390_007.jpg,0.6343431555710873
sharp\390_010.jpg,degraded\390_010.jpg,0.6449266558814437
sharp\392_001.jpg,degraded\392_001.jpg,0.32644488238177516
sharp\393_004.jpg,degraded\393_004.jpg,0.6888372266107815
sharp\394_005.jpg,degraded\394_005.jpg,0.8527327038512359
sharp\39_001.jpg,degraded\39_001.jpg,0.7281320431642213
sharp\400_001.jpg,degraded\400_001.jpg,0.7172112172185913
sharp\403_002.jpg,degraded\403_002.jpg,0.23472531530566287
sharp\405_002.jpg,degraded\405_002.jpg,0.9430743272417671
sharp\406_004.jpg,degraded\406_004.jpg,0.7271674199488368
sharp\407_001.jpg,degraded\407_001.jpg,0.9824529137165537
sharp\415_003.jpg,degraded\415_003.jpg,0.7704061628663034
sharp\416_001.jpg,degraded\416_001.jpg,0.37408856137928326
sharp\420_002.jpg,degraded\420_002.jpg,0.8154600897736657
sharp\421_002.jpg,degraded\421_002.jpg,0.2509853433003633
sharp\421_004.jpg,degraded\421_004.jpg,0.986127758722128
sharp\424_002.jpg,degraded\424_002.jpg,0.9800154865449744
sharp\426_005.jpg,degraded\426_005.jpg,0.9673628689973733
sharp\441_002.jpg,degraded\441_002.jpg,0.1641158354595697
sharp\442_002.jpg,degraded\442_002.jpg,0.763122985164812
sharp\442_003.jpg,degraded\442_003.jpg,0.7187118054015861
sharp\446_001.jpg,degraded\446_001.jpg,0.2531999314620329
sharp\451_001.jpg,degraded\451_001.jpg,0.8664323675302393
sharp\456_001.jpg,degraded\456_001.jpg,0.13661828891371705
sharp\457_006.jpg,degraded\457_006.jpg,0.695540099098282
sharp\457_008.jpg,degraded\457_008.jpg,0.78641607217026
sharp\459_007.jpg,degraded\459_007.jpg,0.9282682229741708
sharp\465_001.jpg,degraded\465_001.jpg,0.7582050940879487
sharp\466_001.jpg,degraded\466_001.jpg,0.5622934993278482
sharp\467_002.jpg,degraded\467_002.jpg,0.7885349765321255
sharp\469_002.jpg,degraded\469_002.jpg,0.8622420525799364
sharp\470_001.jpg,degraded\470_001.jpg,0.9240369798529867
sharp\471_003.jpg,degraded\471_003.jpg,0.8285179118773389
sharp\472_003.jpg,degraded\472_003.jpg,0.4711797749455971
sharp\472_004.jpg,degraded\472_004.jpg,0.6886479010410447
sharp\473_003.jpg,degraded\473_003.jpg,0.7228818749843278
sharp\475_007.jpg,degraded\475_007.jpg,0.9012128793994343
sharp\476_001.jpg,degraded\476_001.jpg,0.9014132778866607
sharp\476_002.jpg,degraded\476_002.jpg,0.5671742968530301
sharp\483_003.jpg,degraded\483_003.jpg,0.5607821296149522
sharp\484_002.jpg,degraded\484_002.jpg,0.7732595734014597
sharp\486_001.jpg,degraded\486_001.jpg,0.5897802088576741
sharp\489_001.jpg,degraded\489_001.jpg,0.7519368269945006
sharp\495_002.jpg,degraded\495_002.jpg,0.8084520561314543
sharp\498_002.jpg,degraded\498_002.jpg,0.4026860017100623
sharp\49_002.jpg,degraded\49_002.jpg,0.7337320273484534
sharp\500_005.jpg,degraded\500_005.jpg,0.7875798845403137
sharp\503_002.jpg,degraded\503_002.jpg,0.7955606859177564
sharp\505_001.jpg,degraded\505_001.jpg,0.6610629755033308
sharp\507_002.jpg,degraded\507_002.jpg,0.5675137818928887
sharp\511_001.jpg,degraded\511_001.jpg,0.8588330309797814
sharp\51_001.jpg,degraded\51_001.jpg,0.8099400564365777
sharp\521_002.jpg,degraded\521_002.jpg,0.7732802623903529
sharp\522_002.jpg,degraded\522_002.jpg,0.4570517098394512
sharp\525_004.jpg,degraded\525_004.jpg,0.8658500985816713
sharp\527_002.jpg,degraded\527_002.jpg,0.2773555700733472
sharp\527_005.jpg,degraded\527_005.jpg,0.8738998811483795
sharp\529_002.jpg,degraded\529_002.jpg,0.9441020312436894
sharp\53_001.jpg,degraded\53_001.jpg,0.5295353578584946
sharp\544_001.jpg,degraded\544_001.jpg,0.3328545775328562
sharp\545_001.jpg,degraded\545_001.jpg,0.8580037843011921
sharp\546_005.jpg,degraded\546_005.jpg,0.7449692886438563
sharp\548_002.jpg,degraded\548_002.jpg,0.6435678008601893
sharp\54_004.jpg,degraded\54_004.jpg,0.7648820410722067
sharp\551_001.jpg,degraded\551_001.jpg,0.16609503731759026
sharp\555_001.jpg,degraded\555_001.jpg,0.6398095124558109
sharp\559_007.jpg,degraded\559_007.jpg,0.761979269498248
sharp\559_009.jpg,degraded\559_009.jpg,0.6302280215371499
sharp\560_001.jpg,degraded\560_001.jpg,0.6738828321874993
sharp\565_003.jpg,degraded\565_003.jpg,0.1686764371668226
sharp\568_001.jpg,degraded\568_001.jpg,0.8708519291921042
sharp\56_001.jpg,degraded\56_001.jpg,0.5225106865293392
sharp\577_001.jpg,degraded\577_001.jpg,0.8551096972674477
sharp\581_003.jpg,degraded\581_003.jpg,0.7461045587990417
sharp\582_002.jpg,degraded\582_002.jpg,0.8723472914631538
sharp\583_001.jpg,degraded\583_001.jpg,0.7790605160729775
sharp\584_001.jpg,degraded\584_001.jpg,0.7885831125311922
sharp\585_003.jpg,degraded\585_003.jpg,0.8224579240666495
sharp\585_005.jpg,degraded\585_005.jpg,0.6615974491459541
sharp\587_001.jpg,degraded\587_001.jpg,0.3714637127092255
sharp\601_003.jpg,degraded\601_003.jpg,0.7030922825062368
sharp\602_003.jpg,degraded\602_003.jpg,0.17698652379686483
sharp\605_002.jpg,degraded\605_002.jpg,0.8776878163820903
sharp\608_002.jpg,degraded\608_002.jpg,0.8928573373350099
sharp\609_001.jpg,degraded\609_001.jpg,0.5252243481743496
sharp\612_001.jpg,degraded\612_001.jpg,0.9686751004656026
sharp\612_004.jpg,degraded\612_004.jpg,0.25225135567460777
sharp\616_001.jpg,degraded\616_001.jpg,0.5315401738504222
sharp\619_002.jpg,degraded\619_002.jpg,0.7577411528019349
sharp\620_001.jpg,degraded\620_001.jpg,0.7614092577442338
sharp\625_001.jpg,degraded\625_001.jpg,0.15988547180558946
sharp\629_003.jpg,degraded\629_003.jpg,0.8008622570160994
sharp\631_003.jpg,degraded\631_003.jpg,0.9051319643506079
sharp\63_001.jpg,degraded\63_001.jpg,0.50911946639382
sharp\63_002.jpg,degraded\63_002.jpg,0.8658899145413339
sharp\646_001.jpg,degraded\646_001.jpg,0.2113448187830403
sharp\647_001.jpg,degraded\647_001.jpg,0.6068869696071152
sharp\648_001.jpg,degraded\648_001.jpg,0.862919991774119
sharp\64_003.jpg,degraded\64_003.jpg,0.1757209581400423
sharp\651_003.jpg,degraded\651_003.jpg,0.2840206600280256
sharp\659_004.jpg,degraded\659_004.jpg,0.8197424849906937
sharp\671_002.jpg,degraded\671_002.jpg,0.6202880015163389
sharp\675_001.jpg,degraded\675_001.jpg,0.5619305647593383
sharp\675_003.jpg,degraded\675_003.jpg,0.8584423343387436
sharp\680_003.jpg,degraded\680_003.jpg,0.760680436029382
sharp\681_002.jpg,degraded\681_002.jpg,0.3817865366371928
sharp\682_001.jpg,degraded\682_001.jpg,0.1370407095390819
sharp\682_004.jpg,degraded\682_004.jpg,0.704131537907334
sharp\684_001.jpg,degraded\684_001.jpg,0.6220148067113673
sharp\684_005.jpg,degraded\684_005.jpg,0.8767450099866705
sharp\685_002.jpg,degraded\685_002.jpg,0.9357479950318716
sharp\685_003.jpg,degraded\685_003.jpg,0.814086870058551
sharp\686_001.jpg,degraded\686_001.jpg,0.7041715434128492
sharp\687_001.jpg,degraded\687_001.jpg,0.7061191539291081
sharp\692_001.jpg,degraded\692_001.jpg,0.9133499577044769
sharp\697_003.jpg,degraded\697_003.jpg,0.8611026897327905
sharp\698_002.jpg,degraded\698_002.jpg,0.26410800186757816
sharp\700_001.jpg,degraded\700_001.jpg,0.680907416111476
sharp\702_001.jpg,degraded\702_001.jpg,0.352505471914979
sharp\703_001.jpg,degraded\703_001.jpg,0.5751377263563051
sharp\703_004.jpg,degraded\703_004.jpg,0.7452144026650556
sharp\710_011.jpg,degraded\710_011.jpg,0.9686421378304474
sharp\711_001.jpg,degraded\711_001.jpg,0.49763050659655067
sharp\713_001.jpg,degraded\713_001.jpg,0.6813525564519205
sharp\71_004.jpg,degraded\71_004.jpg,0.7978235150290438
sharp\71_005.jpg,degraded\71_005.jpg,0.8413135087863758
sharp\720_001.jpg,degraded\720_001.jpg,0.7737277152408139
sharp\722_001.jpg,degraded\722_001.jpg,0.7631731726368483
sharp\724_001.jpg,degraded\724_001.jpg,0.6805035035447089
sharp\726_004.jpg,degraded\726_004.jpg,0.7776323187662145
sharp\727_004.jpg,degraded\727_004.jpg,0.828523552889229
sharp\728_001.jpg,degraded\728_001.jpg,0.8546789528229815
sharp\728_002.jpg,degraded\728_002.jpg,0.6638654891968918
sharp\729_001.jpg,degraded\729_001.jpg,0.790702826809955
sharp\72_003.jpg,degraded\72_003.jpg,0.8616480695914536
sharp\735_003.jpg,degraded\735_003.jpg,0.3491077857264612
sharp\735_004.jpg,degraded\735_004.jpg,0.1663926848391614
sharp\736_001.jpg,degraded\736_001.jpg,0.6463360814278217
sharp\738_002.jpg,degraded\738_002.jpg,0.7103026791327114
sharp\738_003.jpg,degraded\738_003.jpg,0.755393476713635
sharp\740_001.jpg,degraded\740_001.jpg,0.7069687367007145
sharp\742_002.jpg,degraded\742_002.jpg,0.966745691638328
sharp\743_001.jpg,degraded\743_001.jpg,0.6949820927903042
sharp\743_002.jpg,degraded\743_002.jpg,0.2593626401250323
sharp\746_001.jpg,degraded\746_001.jpg,0.23406780938081523
sharp\747_002.jpg,degraded\747_002.jpg,0.8121184003671678
sharp\748_001.jpg,degraded\748_001.jpg,0.391438823451021
sharp\751_002.jpg,degraded\751_002.jpg,0.5985670277825152
sharp\754_001.jpg,degraded\754_001.jpg,0.8415584586090179
sharp\757_003.jpg,degraded\757_003.jpg,0.7507429133119674
sharp\759_008.jpg,degraded\759_008.jpg,0.785609176365243
sharp\760_004.jpg,degraded\760_004.jpg,0.8224113864483722
sharp\761_001.jpg,degraded\761_001.jpg,0.7467736917988129
sharp\766_003.jpg,degraded\766_003.jpg,0.49188412692093497
sharp\768_003.jpg,degraded\768_003.jpg,0.1065171958278357
sharp\772_002.jpg,degraded\772_002.jpg,0.6752090098518376
sharp\773_001.jpg,degraded\773_001.jpg,0.7340542878500513
sharp\775_004.jpg,degraded\775_004.jpg,0.8158898422739586
sharp\77_001.jpg,degraded\77_001.jpg,0.20545044492527342
sharp\77_002.jpg,degraded\77_002.jpg,0.9251073921416265
sharp\781_001.jpg,degraded\781_001.jpg,0.8925935950460799
sharp\781_003.jpg,degraded\781_003.jpg,0.7040965404386189
sharp\785_004.jpg,degraded\785_004.jpg,0.4588029647398568
sharp\785_005.jpg,degraded\785_005.jpg,0.863673146790705
sharp\787_008.jpg,degraded\787_008.jpg,0.9064431311381547
sharp\792_003.jpg,degraded\792_003.jpg,0.8481330591118095
sharp\795_001.jpg,degraded\795_001.jpg,0.7935302848130033
sharp\797_001.jpg,degraded\797_001.jpg,0.6938480185629535
sharp\800_005.jpg,degraded\800_005.jpg,0.2546118217489553
sharp\805_001.jpg,degraded\805_001.jpg,0.8441912044872619
sharp\809_001.jpg,degraded\809_001.jpg,0.6523533023132833
sharp\810_001.jpg,degraded\810_001.jpg,0.7892844290386147
sharp\811_003.jpg,degraded\811_003.jpg,0.8365636139209109
sharp\812_003.jpg,degraded\812_003.jpg,0.6151392857884608
sharp\815_002.jpg,degraded\815_002.jpg,0.8854296169460583
sharp\817_003.jpg,degraded\817_003.jpg,0.944130119701062
sharp\820_001.jpg,degraded\820_001.jpg,0.6404865975341049
sharp\821_002.jpg,degraded\821_002.jpg,0.4672461162915093
sharp\822_001.jpg,degraded\822_001.jpg,0.14295434022959225
sharp\830_001.jpg,degraded\830_001.jpg,0.9839890217059297
sharp\831_001.jpg,degraded\831_001.jpg,0.8000827826641613
sharp\831_002.jpg,degraded\831_002.jpg,0.15787786363907985
sharp\837_001.jpg,degraded\837_001.jpg,0.5080132027309053
sharp\839_002.jpg,degraded\839_002.jpg,0.9447777323993727
sharp\839_004.jpg,degraded\839_004.jpg,0.5920815844866218
sharp\843_002.jpg,degraded\843_002.jpg,0.9623928272056412
sharp\851_002.jpg,degraded\851_002.jpg,0.9037869688467266
sharp\853_001.jpg,degraded\853_001.jpg,0.8316539727911274
sharp\855_003.jpg,degraded\855_003.jpg,0.9600233797274293
sharp\856_003.jpg,degraded\856_003.jpg,0.6093183186998361
sharp\856_005.jpg,degraded\856_005.jpg,0.7535161849675712
sharp\857_001.jpg,degraded\857_001.jpg,0.7671851340565735
sharp\857_002.jpg,degraded\857_002.jpg,0.7881295322374039
sharp\85_004.jpg,degraded\85_004.jpg,0.7709287303748478
sharp\85_005.jpg,degraded\85_005.jpg,0.9236434738197962
sharp\865_002.jpg,degraded\865_002.jpg,0.6767014916834289
sharp\86_001.jpg,degraded\86_001.jpg,0.7530521981096301
sharp\871_001.jpg,degraded\871_001.jpg,0.5011161194028501
sharp\871_002.jpg,degraded\871_002.jpg,0.738946458844463
sharp\876_003.jpg,degraded\876_003.jpg,0.6486414012091375
sharp\878_002.jpg,degraded\878_002.jpg,0.8213857596192503
sharp\901_002.jpg,degraded\901_002.jpg,0.49577750382383845
sharp\905_001.jpg,degraded\905_001.jpg,0.8073106719691149
sharp\907_004.jpg,degraded\907_004.jpg,0.896841957561528
sharp\908_004.jpg,degraded\908_004.jpg,0.8538721128173613
sharp\908_008.jpg,degraded\908_008.jpg,0.5920482526862313
sharp\908_010.jpg,degraded\908_010.jpg,0.599855793008031
sharp\909_008.jpg,degraded\909_008.jpg,0.9374541481913019
sharp\909_010.jpg,degraded\909_010.jpg,0.9780463594417167
sharp\910_001.jpg,degraded\910_001.jpg,0.1589335460839704
sharp\910_008.jpg,degraded\910_008.jpg,0.8143740944244819
sharp\913_004.jpg,degraded\913_004.jpg,0.8870424431186269
sharp\913_007.jpg,degraded\913_007.jpg,0.5070565068452553
sharp\914_001.jpg,degraded\914_001.jpg,0.2496927148269566
sharp\919_001.jpg,degraded\919_001.jpg,0.8011077663224424
sharp\91_001.jpg,degraded\91_001.jpg,0.6946000545554645
sharp\920_002.jpg,degraded\920_002.jpg,0.7401142487839658
sharp\928_002.jpg,degraded\928_002.jpg,0.6107856728809564
sharp\92_001.jpg,degraded\92_001.jpg,0.7626757447688224
sharp\92_002.jpg,degraded\92_002.jpg,0.28303685575155374
sharp\931_005.jpg,degraded\931_005.jpg,0.22620543354402048
sharp\931_008.jpg,degraded\931_008.jpg,0.6872336368644296
sharp\934_001.jpg,degraded\934_001.jpg,0.34421957312135437
sharp\937_003.jpg,degraded\937_003.jpg,0.6467057119139886
sharp\958_001.jpg,degraded\958_001.jpg,0.4452847347434776
sharp\961_003.jpg,degraded\961_003.jpg,0.763637267937959
sharp\967_001.jpg,degraded\967_001.jpg,0.520247262167782
sharp\96_004.jpg,degraded\96_004.jpg,0.8371708386077472
sharp\971_003.jpg,degraded\971_003.jpg,0.9130768299543915
sharp\974_001.jpg,degraded\974_001.jpg,0.802916918511924
sharp\976_001.jpg,degraded\976_001.jpg,0.2079676335307882
sharp\978_003.jpg,degraded\978_003.jpg,0.9774007272576439
sharp\980_001.jpg,degraded\980_001.jpg,0.8240464164520322
sharp\983_003.jpg,degraded\983_003.jpg,0.4607591325030502
sharp\987_003.jpg,degraded\987_003.jpg,0.6740708335420141
sharp\993_001.jpg,degraded\993_001.jpg,0.17009633208690192
sharp\995_003.jpg,degraded\995_003.jpg,0.8645091354451071
sharp\999_003.jpg,degraded\999_003.jpg,0.8110644362321816
sharp\99_001.jpg,degraded\99_001.jpg,0.6118450492384867
sharp\99_002.jpg,degraded\99_002.jpg,0.525736173079772
sharp\back.png,degraded\back.png,0.3578997360100133
sharp\china.jpg,degraded\china.jpg,0.48898763861605865
sharp\console.png,degraded\console.png,0.6004155014852169
sharp\dots.png,degraded\dots.png,1.0
sharp\filesave.png,degraded\filesave.png,0.23696522244907006
sharp\filesave_large.png,degraded\filesave_large.png,0.24284152840665885
sharp\flower.jpg,degraded\flower.jpg,0.15065476175451464
sharp\forward_large.png,degraded\forward_large.png,0.6186794362144107
sharp\grace_hopper.jpg,degraded\grace_hopper.jpg,0.1799273682557015
sharp\hand.png,degraded\hand.png,0.49475584676483525
sharp\help.png,degraded\help.png,0.514872371365072
sharp\help_large.png,degraded\help_large.png,0.868507995357233
sharp\home.png,degraded\home.png,0.35494958964438333
sharp\home_large.png,degraded\home_large.png,0.4103810335980241
sharp\less.png,degraded\less.png,0.36963420913448186
sharp\logo2.png,degraded\logo2.png,0.894165650675482
sharp\matplotlib.png,degraded\matplotlib.png,0.864071383739749
sharp\matplotlib_large.png,degraded\matplotlib_large.png,0.6382888414543483
sharp\Minduka_Present_Blue_Pack.png,degraded\Minduka_Present_Blue_Pack.png,0.1504459718324629
sharp\more.png,degraded\more.png,0.5919500948723488
sharp\move.png,degraded\move.png,0.2533467501712491
sharp\move_large.png,degraded\move_large.png,0.49427807856811273
sharp\PAT_1000_31_620.png,degraded\PAT_1000_31_620.png,0.9922733007250522
sharp\PAT_1006_53_385.png,degraded\PAT_1006_53_385.png,0.22381167573754923
sharp\PAT_1006_53_716.png,degraded\PAT_1006_53_716.png,0.6591797325949099
sharp\PAT_1008_59_297.png,degraded\PAT_1008_59_297.png,0.8450522607821127
sharp\PAT_100_393_898.png,degraded\PAT_100_393_898.png,0.7734063774751755
sharp\PAT_1013_82_876.png,degraded\PAT_1013_82_876.png,0.9510970537661799
sharp\PAT_1014_85_22.png,degraded\PAT_1014_85_22.png,0.08010864946847476
sharp\PAT_1017_97_577.png,degraded\PAT_1017_97_577.png,0.23654425492838396
sharp\PAT_1018_107_68.png,degraded\PAT_1018_107_68.png,0.9307581406970471
sharp\PAT_1019_110_194.png,degraded\PAT_1019_110_194.png,0.9805198458050014
